LINESTRING
24793,8059,306.106,-2.01778
24790,8094,305.904,-2.38444
24789,8103,305.473,-2.47333
24788,8097,305.174,-2.41222
24787,8104,305.022,-2.47694
24781,8169,304.854,-3.155
24775,8214,304.604,-3.62139
24779,8183,304.679,-3.30278
24781,8164,304.815,-3.10194
24783,8148,304.768,-2.93333
24788,8089,304.968,-2.3225
24787,8095,304.819,-2.38417
24786,8106,304.776,-2.50111
24787,8093,304.787,-2.36611
24789,8082,305.076,-2.24639
24788,8094,305.079,-2.37528
24789,8083,305.174,-2.26
24790,8073,305.104,-2.15778
24787,8087,304.629,-2.2975
24786,8082,304.357,-2.24139
24788,8076,304.637,-2.18194
24786,8076,304.317,-2.18083
24786,8074,304.36,-2.15889
24786,8073,304.272,-2.14944
24786,8068,304.303,-2.09639
24789,8078,304.868,-2.20556
24788,8050,304.393,-1.91611
24784,8068,303.907,-2.10083
24778,8109,303.501,-2.52417
24776,8117,303.327,-2.60389
24773,8110,302.97,-2.52917
24771,8120,302.814,-2.63139
24770,8099,302.58,-2.41083
24769,8099,302.471,-2.41472
24763,8133,302.226,-2.7575
24758,8145,301.907,-2.88167
24754,8177,301.806,-3.20722
24750,8173,301.508,-3.17111
24746,8193,301.37,-3.37472
24742,8196,301.149,-3.40083
24741,8183,301.001,-3.26592
24739,8185,300.842,-3.28806
24734,8171,300.502,-3.13917
24733,8177,300.478,-3.20111
24733,8170,300.395,-3.13278
24729,8176,300.223,-3.18806
24732,8167,300.333,-3.10056
24730,8166,300.23,-3.08889
24727,8170,300.111,-3.13
24727,8177,300.138,-3.20028
24725,8185,300.052,-3.27972
24720,8192,299.848,-3.34861
24710,8193,299.341,-3.3575
24703,8220,299.115,-3.63139
24692,8220,298.623,-3.62083
24677,8255,298.186,-3.98028
24674,8254,298.038,-3.96389
24666,8228,297.614,-3.69417
24666,8242,297.661,-3.83944
24654,8249,297.253,-3.9125
24643,8267,296.926,-4.08639
24636,8267,296.686,-4.09056
24632,8288,296.643,-4.29611
24625,8306,296.475,-4.47972
24632,8283,296.614,-4.24556
24633,8271,296.606,-4.12944
24624,8282,296.347,-4.2375
24630,8268,296.502,-4.09806
24627,8268,296.386,-4.09028
24641,8260,296.826,-4.01611
24642,8254,296.826,-3.95611
24620,8242,296.04,-3.82056
24601,8197,295.315,-3.35944
24596,8218,295.214,-3.57611
24597,8199,295.193,-3.37611
24601,8192,295.281,-3.30806
24587,8138,294.728,-2.76194
24563,8112,294.009,-2.48917
24557,8111,293.835,-2.47611
24554,8122,293.8,-2.59278
24551,8125,293.721,-2.62306
24540,8117,293.408,-2.53306
24532,8132,293.234,-2.68333
24522,8137,293.009,-2.73833
24508,8119,292.635,-2.54944
24506,8130,292.601,-2.65639
24491,8145,292.279,-2.8125
24483,8162,292.118,-2.97556
24479,8202,292.119,-3.37944
24466,8213,291.854,-3.48861
24416,8210,290.75,-3.44667
24409,8223,290.634,-3.58333
24410,8233,290.676,-3.68194
24395,8258,290.412,-3.93389
24404,8272,290.636,-4.07667
24387,8295,290.345,-4.29611
24373,8304,290.092,-4.38611
24367,8301,289.968,-4.35556
24371,8288,290.016,-4.22475
24363,8270,289.795,-4.03861
24360,8253,289.713,-3.87111
24350,8255,289.505,-3.89528
24347,8261,289.471,-3.95472
24347,8253,289.456,-3.86778
24321,8256,288.964,-3.89528
24315,8240,288.819,-3.73722
24300,8241,288.545,-3.74472
24289,8220,288.291,-3.53
24286,8186,288.191,-3.19167
24261,8209,287.788,-3.41861
24240,8204,287.408,-3.36222
24215,8214,286.991,-3.46
24237,8197,287.335,-3.29
24224,8189,287.109,-3.21318
24231,8192,287.234,-3.2413
24239,8193,287.363,-3.25472
24235,8201,287.316,-3.33583
24255,8208,287.669,-3.40028
24286,8183,288.18,-3.15917
24292,8197,288.31,-3.29778
24292,8221,288.348,-3.5375
24301,8239,288.55,-3.72139
24313,8234,288.772,-3.67611
24326,8254,289.049,-3.87611
24329,8248,289.091,-3.81694
24335,8253,289.211,-3.8667
24362,8245,289.725,-3.79639
24373,8293,290.066,-4.27861
24378,8298,290.181,-4.33111
24402,8273,290.602,-4.08056
24392,8260,290.364,-3.94861
24415,8207,290.725,-3.41889
24449,8210,291.456,-3.46083
24455,8204,291.589,-3.40167
24460,8210,291.695,-3.46139
24476,8202,292.046,-3.38278
24480,8189,292.116,-3.255
24475,8176,291.966,-3.12417
24489,8146,292.225,-2.81583
24499,8137,292.437,-2.72972
24509,8116,292.637,-2.51861
24526,8132,293.085,-2.68833
24532,8127,293.239,-2.63333
24536,8110,293.315,-2.46778
24544,8109,293.507,-2.45861
24553,8122,293.754,-2.58389
24558,8104,293.867,-2.40583
24560,8111,293.93,-2.47361
24566,8107,294.074,-2.43694
24574,8122,294.326,-2.59173
24585,8104,294.604,-2.41278
24587,8115,294.686,-2.52556
24583,8133,294.613,-2.70833
24589,8135,294.778,-2.72889
24593,8160,294.97,-2.98236
24607,8194,295.461,-3.32944
24610,8216,295.628,-3.55389
24621,8232,296.041,-3.72361
24622,8240,296.094,-3.80556
24628,8245,296.31,-3.86278
24634,8242,296.497,-3.82694
24642,8252,296.828,-3.93694
24643,8264,296.931,-4.05833
24649,8250,297.082,-3.91528
24660,8243,297.459,-3.84972
24666,8226,297.613,-3.67361
24675,8250,298.086,-3.92611
24682,8243,298.335,-3.85528
24692,8217,298.606,-3.59778
24701,8217,299.037,-3.59639
24710,8190,299.311,-3.31944
24705,8195,299.113,-3.37139
24706,8187,299.137,-3.29472
24710,8184,299.288,-3.26639
24708,8174,299.168,-3.16
24712,8189,299.421,-3.31667
24721,8188,299.859,-3.30583
24726,8177,300.085,-3.19306
24715,8161,299.419,-3.03167
24709,8111,298.945,-2.51167
24710,8088,298.919,-2.27361
24708,8063,298.751,-2.02083
24703,8049,298.506,-1.87778
24705,8035,298.529,-1.73139
24702,8009,298.379,-1.46056
24693,8003,297.963,-1.4
24675,7973,297.259,-1.09056
24669,7955,297.014,-0.906389
24668,7939,296.966,-0.748333
24655,7919,296.501,-0.541389
24651,7906,296.372,-0.410833
24647,7900,296.216,-0.346944
24635,7900,295.833,-0.351944
24617,7914,295.296,-0.490556
24614,7911,295.196,-0.459167
24610,7919,295.069,-0.543333
24605,7908,294.938,-0.428056
24599,7910,294.767,-0.450833
24588,7896,294.446,-0.311178
24576,7893,294.112,-0.272778
24573,7899,294.043,-0.339167
24563,7899,293.769,-0.333889
24559,7906,293.654,-0.402222
24562,7896,293.752,-0.310833
24573,7898,294.021,-0.323056
24577,7889,294.149,-0.240556
24612,7909,295.148,-0.438333
24638,7890,295.93,-0.245278
24650,7895,296.31,-0.293611
24659,7919,296.628,-0.541944
24669,7930,296.992,-0.654444
24674,7951,297.187,-0.87
24685,7975,297.609,-1.11722
24695,7986,298.04,-1.22667
24697,8001,298.141,-1.38639
24700,7999,298.251,-1.35722
24703,8005,298.406,-1.42667
24706,8050,298.637,-1.88306
24710,8071,298.869,-2.09944
24711,8099,299.013,-2.39111
24717,8130,299.4,-2.705
24718,8153,299.524,-2.94778
24720,8163,299.68,-3.04972
24724,8162,299.861,-3.03833
24725,8173,299.997,-3.15583
24732,8163,300.32,-3.05472
24744,8188,301.215,-3.32028
24750,8170,301.509,-3.13667
24753,8175,301.761,-3.18778
24758,8144,301.874,-2.87222
24763,8130,302.2,-2.72583
24768,8098,302.425,-2.40306
24770,8095,302.544,-2.37222
24771,8106,302.702,-2.48028
24776,8114,303.328,-2.5675
24778,8103,303.507,-2.45556
24780,8085,303.603,-2.27333
24783,8073,303.808,-2.15278
24785,8053,303.959,-1.94139
24787,8055,304.231,-1.96639
24788,8047,304.429,-1.8875
24789,8072,304.828,-2.14444
24791,8056,305.121,-1.98139
24791,8069,305.468,-2.11528
24789,8094,305.364,-2.38
24789,8100,305.399,-2.43972
24790,8094,305.747,-2.38111
24791,8085,305.9,-2.28389
24792,8063,305.939,-2.06222
LINESTRING
24793,8051,306.241,-1.93611
24793,8059,306.117,-2.01611
LINESTRING
20878,3928,273.771,42.9997
20928,3964,273.729,42.4597
20953,4000,273.38,41.9122
20945,4014,273.011,41.6917
20918,4015,272.602,41.6372
20891,4004,272.431,41.7719
20827,3970,272.182,42.2408
20779,3933,272.235,42.7864
20725,3901,272.09,43.2339
20698,3873,272.293,43.6772
20673,3856,272.273,43.9181
20664,3840,272.494,44.1844
20646,3830,272.449,44.3256
20618,3801,272.673,44.7819
20599,3794,272.556,44.8892
20591,3795,272.406,44.8511
20595,3814,272.055,44.5381
20583,3811,271.955,44.5764
20574,3802,272.011,44.7169
20563,3788,272.164,44.9428
20573,3785,272.362,44.9972
20559,3775,272.398,45.1631
20530,3730,273.021,45.92
20554,3745,273.026,45.6842
20551,3734,273.23,45.8706
20565,3734,273.45,45.8906
20575,3741,273.436,45.7786
20574,3746,273.286,45.6847
20588,3752,273.376,45.605
20579,3733,273.72,45.94
20620,3734,274.326,45.9742
20617,3727,274.471,46.1014
20661,3735,274.985,46.0211
20697,3748,275.247,45.8508
20684,3735,275.357,46.0561
20699,3741,275.472,45.9808
20743,3746,276.096,45.9697
20717,3734,275.971,46.1425
20694,3728,275.738,46.2081
20694,3726,275.821,46.2567
20659,3709,275.677,46.4981
20651,3713,275.438,46.4197
20637,3708,275.346,46.4944
20611,3705,274.976,46.4917
20585,3687,275.044,46.7853
20558,3690,274.499,46.6836
20512,3686,273.855,46.6856
20502,3699,273.353,46.4308
20463,3690,272.987,46.5489
20442,3690,272.65,46.5117
20394,3670,272.394,46.8008
20368,3663,272.183,46.9042
20346,3659,271.919,46.9292
20339,3664,271.705,46.8303
20335,3656,271.838,46.9708
20332,3667,271.516,46.765
20312,3654,271.556,46.9897
20272,3637,271.351,47.2344
20256,3655,270.677,46.8831
20224,3656,270.198,46.8289
20199,3668,269.552,46.5683
20161,3658,269.245,46.7017
20155,3663,269.05,46.6019
20142,3646,269.241,46.8964
20127,3641,269.138,46.9667
20078,3652,268.225,46.7083
20059,3651,267.988,46.6972
20044,3646,267.89,46.7686
20069,3602,269.213,47.6133
20129,3583,270.538,48.0444
20127,3574,270.736,48.2039
20108,3558,270.861,48.4844
20127,3555,271.241,48.5806
20140,3570,271.061,48.3144
20149,3568,271.254,48.3661
20119,3540,271.52,48.8544
20141,3547,271.686,48.7606
20145,3558,271.444,48.5461
20157,3565,271.44,48.4303
20151,3557,271.57,48.5736
20159,3557,271.688,48.5817
20150,3553,271.668,48.6572
20164,3556,271.796,48.6067
20152,3546,271.894,48.7933
20133,3540,271.746,48.8722
20120,3533,271.743,48.9975
20134,3533,271.964,49.0222
20213,3552,272.71,48.7675
20272,3557,273.565,48.7772
20350,3591,273.869,48.2414
20396,3608,274.14,47.9853
20423,3613,274.443,47.9256
20469,3616,275.151,47.9528
20493,3636,274.972,47.6114
20558,3658,275.421,47.2889
